p_code,p_name,start_date,earning,earn_7d,earn_14d,earn_28d,earn_35d,path_1m,path_3m,path_6m,path_1y,start_money
583101,东吴货币B,2019-01-18,0.7053,2.62,2.7431,2.7698,2.711,0.2303,0.7266,1.4102,3.2887,5000000.0
003874,浙商日添金货币A,2019-01-18,0.7048,2.64,2.6588,2.7953,2.7552,0.2332,0.6448,1.3985,3.34,100.0
002883,华润元大现金通货币A,2019-01-18,0.7037,2.695,2.9101,2.9338,2.8771,0.2438,0.7369,1.6038,3.8632,100.0
000740,兴银货币B,2019-01-18,0.7029,2.525,2.6887,3.069,2.9875,0.2547,0.6766,1.4076,3.321,5000000.0
002673,诺德货币B,2019-01-18,0.7029,2.592,2.7271,3.0039,2.9777,0.2596,0.7054,1.5036,3.6073,3000000.0
080011,长盛货币A,2019-01-18,0.7015,2.608,2.5877,2.6973,2.7038,0.2268,0.6604,1.4186,3.4133,100.0
000548,鹏华聚财通货币,2019-01-18,0.7006,2.534,2.5548,2.601,2.8172,0.24,0.6729,1.3527,3.3645,10.0
000785,华融现金增利货币A,2019-01-18,0.7004,2.635,2.6988,2.8619,2.9492,0.2399,0.6545,1.3287,3.3411,100.0
000210,光大现金宝货币A,2019-01-18,0.6998,2.555,2.6174,3.2034,3.137,0.2635,0.6913,1.4021,3.3064,100.0
003994,华富货币B,2019-01-18,0.6995,2.495,2.6318,3.26,3.1314,0.2733,0.725,1.4754,3.4619,5000000.0
000204,国富日日收益货币B,2019-01-20,0.6979,2.565,2.9458,3.0487,2.9914,0.2542,0.7055,1.4654,3.4168,5000000.0
519589,交银货币B,2019-01-18,0.6972,2.488,2.5707,2.8326,2.7765,0.239,0.612,1.2951,3.1729,5000000.0
000626,大成丰财宝货币A,2019-01-18,0.6969,2.567,2.6289,3.256,3.1261,0.2679,0.6744,1.3713,3.3013,100.0
004869,中融日日盈交易型货币B,2019-01-18,0.6967,2.549,2.7836,3.3804,3.3671,0.2953,0.8159,1.6529,3.5844,100.0
002957,财通财通宝货币A,2019-01-18,0.6945,2.573,2.7341,3.0376,2.9429,0.2508,0.6683,1.4073,3.2394,100.0
000576,中邮货币A,2019-01-18,0.6942,2.429,2.2995,2.6885,2.5982,0.2332,0.604,1.1977,3.0414,100.0
001916,新沃通宝A,2019-01-20,0.6938,2.806,3.1166,3.7058,3.6743,0.3099,0.9057,1.6992,3.7044,100.0
530002,建信货币A,2019-01-20,0.693,3.492,3.1552,3.3904,3.3031,0.2824,0.7518,1.5724,3.6613,100.0
002960,博时合利货币,2019-01-20,0.6926,2.655,2.5671,3.1519,3.2027,0.2723,0.6047,1.3403,3.4422,100.0
002647,中科沃土货币B,2019-01-19,0.6922,2.685,3.2516,3.4804,3.3921,0.2915,0.6859,1.4538,3.3784,5000000.0
004970,南方天天宝货币A,2019-01-19,0.6918,2.525,2.5791,2.9048,2.8614,0.2433,0.697,1.6066,3.522,100.0
000816,南方理财金交易型货币A,2019-01-19,0.6907,2.683,2.842,2.8962,2.9091,0.2464,0.6892,1.4431,3.4356,100.0
000439,国金鑫盈货币,2019-01-18,0.6887,0.51,0.3728,0.6935,0.8708,0.0639,0.3892,0.6542,1.7949,100.0
001870,前海开源货币A,2019-01-18,0.6852,2.358,2.2753,2.5076,2.6082,0.2263,0.6312,1.3512,3.238,100.0
260202,景顺货币B,2019-01-18,0.6847,2.823,2.8717,3.0148,2.9264,0.2594,0.7165,1.4781,3.3475,5000000.0
004210,前海开源货币E,2019-01-18,0.6837,2.36,2.2777,2.5072,2.6048,0.226,0.631,1.3511,3.238,100.0
660007,农银货币A,2019-01-18,0.683,2.699,2.9923,3.1564,3.1363,0.2662,0.7493,1.5842,3.6052,100.0
217004,招商现金增值货币A,2019-01-18,0.6829,2.438,2.6757,3.4587,3.2733,0.2825,0.7095,1.5013,3.4361,100.0
004865,格林货币A,2019-01-18,0.6812,2.495,2.5609,3.3648,3.2885,0.275,0.7503,1.3995,3.389,100.0
002679,工银安盈货币A,2019-01-18,0.6805,2.432,2.4191,2.913,2.8392,0.2457,0.6595,1.506,3.7799,100.0
002748,中欧货币D,2019-01-18,0.68,2.476,2.5848,2.9733,2.8389,0.2431,0.6709,1.4215,3.4262,5000000.0
166015,中欧货币B,2019-01-18,0.68,2.476,2.5851,2.9735,2.8388,0.2431,0.671,1.4214,3.4262,5000000.0
004185,江信增利货币A,2019-01-18,0.6789,2.451,2.4613,2.9461,2.8724,0.2437,0.6788,1.4841,3.4461,100.0
003363,长江乐享货币A,2019-01-18,0.6787,2.605,2.5872,2.7214,2.6784,0.2301,0.6645,1.4098,3.2776,100.0
740601,长安货币A,2019-01-19,0.6782,2.456,2.5783,3.0932,3.058,0.2608,0.7005,1.4039,3.391,100.0
000484,鑫元货币B,2019-01-18,0.6778,2.26,2.3916,3.6527,3.5384,0.3053,0.7628,1.5213,3.5309,5000000.0
004494,华泰保兴货币B,2019-01-18,0.6772,2.651,2.8735,3.2551,3.1366,0.2817,0.7184,1.4404,3.4543,5000000.0
460106,华泰柏瑞货币B,2019-01-18,0.6769,2.458,2.6054,3.557,3.4051,0.2917,0.7246,1.4349,3.4644,5000000.0
004985,博时合晶货币,2019-01-20,0.6767,2.427,2.4999,2.5537,2.474,0.2098,0.592,1.2957,3.2907,100.0
002709,红塔红土人人宝货币A,2019-01-20,0.6758,2.58,2.6478,2.6752,2.6903,0.2271,0.671,1.3948,3.3873,100.0
000615,长城工资宝货币A,2019-01-19,0.6744,2.463,2.5634,2.8151,2.7228,0.2323,0.6401,1.3623,3.3676,100.0
041003,华安现金富利货币B,2019-01-18,0.6741,2.446,2.4845,2.9619,2.8612,0.2495,0.6576,1.3566,3.3053,5000000.0
000700,泰达宏利货币B,2019-01-18,0.6736,2.481,2.1603,4.5882,4.492,0.3944,0.8724,1.6443,3.8218,3000000.0
003399,太平日日金货币B,2019-01-18,0.6731,2.612,2.7461,3.0353,2.977,0.2528,0.7027,1.4806,3.4592,5000000.0
003316,中银证券现金管家货币A,2019-01-20,0.6727,2.558,2.6491,2.6798,2.7837,0.2383,0.6547,1.4218,3.3153,100.0
003535,浦银安盛日日丰货币B,2019-01-18,0.6723,3.457,3.4961,3.6236,3.6254,0.2987,0.8491,1.6643,3.6959,5000000.0
000540,国金金腾通货币A,2019-01-19,0.6718,2.88,2.8629,3.0092,3.0095,0.2505,0.801,1.7168,3.8054,100.0
003228,浦银安盛日日鑫货币A,2019-01-18,0.6712,2.522,2.5745,2.9011,2.8833,0.2431,0.6761,1.3975,3.3699,100.0
750006,安信现金管理货币A,2019-01-18,0.6712,2.454,2.4923,2.7927,2.7774,0.2346,0.6689,1.4118,3.3573,100.0
000505,国寿安保货币A,2019-01-18,0.6697,2.888,3.0221,3.1361,2.9415,0.255,0.6405,1.3064,3.0917,100.0
003422,国寿安保添利货币A,2019-01-18,0.6684,2.414,2.4445,2.7024,2.671,0.225,0.645,1.3687,3.3831,100.0
003393,建信天添益货币C,2019-01-20,0.6682,2.553,2.4987,3.0934,3.1178,0.2651,0.7691,1.5708,3.7272,5000000.0
003391,建信天添益货币A,2019-01-20,0.6682,2.553,2.4983,3.0932,3.1176,0.2652,0.7691,1.5707,3.7274,100.0
000324,华润元大现金收益货币A,2019-01-18,0.6675,2.441,2.4265,2.8882,2.7577,0.2435,0.5685,1.1993,3.2014,100.0
253050,国联安货币A,2019-01-18,0.667,2.602,2.6347,3.0409,2.9553,0.2525,0.657,1.3251,3.2474,100.0
000721,兴业货币A,2019-01-18,0.6667,2.055,2.0479,2.8747,2.7587,0.2374,0.6276,1.2902,3.0798,100.0
000713,上投摩根天添宝货币B,2019-01-18,0.6667,2.477,2.5689,3.0754,3.0055,0.2571,0.667,1.3765,3.3313,5000000.0
000301,德邦德利货币B,2019-01-18,0.6659,2.431,2.5198,3.4673,3.4028,0.3019,0.7243,1.4287,3.4124,5000000.0
001926,兴业鑫天盈货币B,2019-01-18,0.6648,2.455,2.5428,2.7138,2.7095,0.2261,0.655,1.3434,3.2599,5000000.0
002260,中信建投添鑫宝,2019-01-19,0.6636,2.433,2.5813,2.8181,2.8648,0.2406,0.6934,1.5097,3.327,100.0
213009,宝盈货币A,2019-01-18,0.6622,2.782,2.8165,2.9711,2.863,0.2443,0.6747,1.4028,3.3578,100.0
001697,大成恒丰宝货币A,2019-01-18,0.6621,2.397,2.4731,2.7884,2.6826,0.2296,0.6062,1.3493,3.2889,100.0
320002,诺安货币A,2019-01-18,0.66,2.325,2.3528,2.7344,2.6095,0.2289,0.6118,1.2815,3.1005,100.0
392001,中海货币A,2019-01-18,0.6597,2.339,2.3674,3.3329,3.2905,0.273,0.7623,1.5361,3.6188,100.0
160606,鹏华货币A,2019-01-18,0.6583,2.453,2.4463,2.8214,2.7423,0.2374,0.6489,1.3299,3.2369,100.0
004286,华富天盈货币B,2019-01-18,0.6549,3.192,3.5311,3.6715,3.412,0.2996,0.7983,1.5325,3.5447,5000000.0
001101,银华惠添益货币,2019-01-18,0.6539,2.409,2.4133,2.6147,2.6109,0.2197,0.6499,1.6452,3.3625,100.0
310338,申万菱信收益宝货币A,2019-01-18,0.6523,2.5,2.5477,3.0221,2.9179,0.2511,0.6141,1.2213,2.9961,100.0
000735,博时天天增利货币B,2019-01-20,0.6519,2.327,2.2748,3.0044,2.9155,0.2503,0.6579,1.2828,3.0418,5000000.0
000644,招商招金宝货币A,2019-01-18,0.6495,2.429,2.5845,2.7674,2.6467,0.2294,0.5707,1.1704,2.9178,100.0
001843,九泰日添金货币B,2019-01-18,0.6495,2.404,2.5635,2.9656,2.9552,0.2512,0.6798,1.5092,3.5433,5000000.0
004072,金元顺安金通宝货币A,2019-01-20,0.649,2.387,2.3706,2.8687,2.7793,0.237,0.626,1.2893,3.1749,100.0
004786,渤海汇金汇添金货币A,2019-01-18,0.6483,2.364,2.4998,2.6574,2.5974,0.2458,0.6603,1.3407,3.1663,100.0
000741,兴银货币A,2019-01-18,0.6481,2.335,2.4823,2.8609,2.7866,0.238,0.6267,1.3064,3.1158,100.0
000681,信达澳银慧管家A,2019-01-20,0.6462,2.48,2.4311,2.9695,2.8803,0.2466,0.6162,1.2293,3.0068,1000.0
090005,大成货币A,2019-01-18,0.6444,2.396,2.5389,3.1037,2.9586,0.2547,0.6639,1.409,3.3259,100.0
003997,泓德添利货币A,2019-01-18,0.6441,2.695,2.4748,3.3759,3.2655,0.283,0.7236,1.537,3.4886,100.0
004133,中航航行宝货币,2019-01-18,0.6434,2.347,2.34,3.0634,2.9427,0.2524,0.6548,1.2925,3.1659,100.0
001232,嘉合货币A,2019-01-18,0.641,2.383,2.4314,3.677,3.509,0.3015,0.7338,1.4868,3.5563,200.0
004060,博时兴盛货币,2019-01-20,0.6398,2.339,2.4898,3.3784,3.4815,0.2964,0.6595,1.1996,3.1674,100.0
002185,泓德泓利货币B,2019-01-18,0.6382,2.553,2.5961,3.478,3.3704,0.2869,0.7477,1.525,3.6316,5000000.0
004860,华泰紫金零钱宝货币,2019-01-18,0.6377,2.323,2.7215,3.3575,3.2585,0.2788,0.6661,1.355,3.1252,100.0
002672,诺德货币A,2019-01-18,0.6371,2.344,2.4798,2.7557,2.7299,0.2384,0.6437,1.38,3.3577,100.0
519567,浦银安盛日日盈货币B,2019-01-18,0.6356,2.369,2.5034,2.8925,2.8694,0.2435,0.6676,1.3943,3.2755,5000000.0
583001,东吴货币A,2019-01-18,0.6355,2.37,2.491,2.5166,2.4582,0.2093,0.666,1.2878,3.0412,100.0
410002,华富货币A,2019-01-18,0.6339,2.255,2.3916,3.0197,2.8913,0.2528,0.6641,1.3526,3.2128,100.0
000203,国富日日收益货币A,2019-01-20,0.6321,2.321,2.7001,2.8023,2.7449,0.2338,0.6445,1.3424,3.1687,100.0
519588,交银货币A,2019-01-18,0.6306,2.247,2.3297,2.5918,2.536,0.2185,0.551,1.1725,2.9254,100.0
002646,中科沃土货币A,2019-01-19,0.6264,2.445,3.0061,3.2335,3.1445,0.2712,0.625,1.3311,3.13,100.0
350004,天治天得利货币,2019-01-18,0.6245,2.297,2.4781,2.7283,2.7605,0.225,0.6414,1.3675,3.3837,1000.0
002078,浙商日添利B,2019-01-18,0.6223,2.632,2.8332,3.198,3.0704,0.2629,0.7216,1.4646,3.4638,5000000.0
360003,光大货币,2019-01-18,0.6203,2.263,2.4024,2.6804,2.6525,0.217,0.5988,1.259,3.116,100.0
260102,景顺货币A,2019-01-18,0.6194,2.583,2.8128,2.8648,2.7588,0.2389,0.6556,1.3555,3.0996,100.0
541011,汇丰晋信货币B,2019-01-18,0.6193,2.957,2.615,3.0462,3.0904,0.2532,0.694,1.384,3.1974,5000000.0
003478,民生加银腾元宝货币A,2019-01-18,0.6147,2.276,2.2698,2.8242,2.8881,0.2398,0.6503,1.345,3.2121,100.0
163820,中银货币B,2019-01-19,0.6143,2.407,2.778,3.635,3.409,0.3015,0.7123,1.5219,3.614,5000000.0
002747,中欧货币C,2019-01-18,0.6142,2.23,2.3378,2.6927,2.5652,0.2201,0.608,1.2968,3.1631,100.0
166014,中欧货币A,2019-01-18,0.6131,2.227,2.3386,2.726,2.5918,0.2225,0.6099,1.2985,3.1779,100.0
002234,泰信天天收益货币B,2019-01-18,0.6118,1.969,3.3941,3.6353,3.3788,0.2991,0.7059,1.4113,3.3521,3000000.0
001527,鑫元安鑫宝货币B,2019-01-18,0.6116,2.54,2.7183,3.613,3.5002,0.3002,0.7699,1.5471,3.5392,100.0
000483,鑫元货币A,2019-01-18,0.6115,2.012,2.1432,3.3876,3.277,0.2835,0.7003,1.3969,3.2812,100.0
004493,华泰保兴货币A,2019-01-18,0.6115,2.405,2.6119,3.0102,2.8916,0.2609,0.657,1.3176,3.2059,100.0
003589,东吴增鑫宝货币B,2019-01-18,0.6099,2.29,2.1577,2.6417,2.675,0.2243,0.6544,1.4006,3.3727,5000000.0
001625,兴业添天盈货币B,2019-01-18,0.6094,2.594,2.8641,3.2452,3.0605,0.2625,0.7382,1.5447,3.6206,5000000.0
040003,华安现金富利货币A,2019-01-18,0.6085,2.206,2.2444,2.7217,2.621,0.2291,0.5966,1.2341,3.0576,100.0
460006,华泰柏瑞货币A,2019-01-18,0.6082,2.197,2.364,3.3129,3.1607,0.2716,0.664,1.3122,3.2166,100.0
162206,泰达宏利货币A,2019-01-18,0.608,2.234,1.913,4.3382,4.242,0.374,0.8113,1.521,3.573,100.0
003534,浦银安盛日日丰货币A,2019-01-18,0.6077,3.211,3.2532,3.3857,3.3869,0.2791,0.7889,1.5424,3.4483,100.0
003398,太平日日金货币A,2019-01-18,0.6074,2.366,2.5086,2.7929,2.7386,0.2328,0.6423,1.3577,3.2109,100.0
550011,信诚货币B,2019-01-19,0.6023,2.204,2.6501,3.153,3.0464,0.261,0.6899,1.4422,3.4923,5000000.0
000712,上投摩根天添宝货币A,2019-01-18,0.6009,2.231,2.322,2.8271,2.7591,0.2367,0.606,1.2539,3.0835,100.0
000300,德邦德利货币A,2019-01-18,0.5994,2.188,2.2776,3.2276,3.1628,0.2816,0.6632,1.3057,3.1641,100.0
001925,兴业鑫天盈货币A,2019-01-18,0.5991,2.209,2.2969,2.4674,2.4633,0.2056,0.5922,1.2182,3.01,100.0
004968,红土创新货币B,2019-01-18,0.5946,2.417,2.6986,3.7806,3.6185,0.3155,0.7574,1.5721,3.7412,5000000.0
000912,英大现金宝货币,2019-01-20,0.5901,4.274,3.8499,3.6513,3.3963,0.3031,0.7586,1.5552,3.492,100.0
004285,华富天盈货币A,2019-01-18,0.5879,2.954,3.2869,3.4249,3.165,0.2792,0.7363,1.4086,3.2938,100.0
000734,博时天天增利货币A,2019-01-20,0.5862,2.082,2.0294,2.7588,2.6699,0.23,0.5971,1.1602,2.7945,100.0
001842,九泰日添金货币A,2019-01-18,0.5832,2.157,2.3169,2.7181,2.7076,0.2306,0.6185,1.3858,3.2935,100.0
001006,中信建投凤凰货币A,2019-01-19,0.5821,2.926,3.2246,3.2987,3.2757,0.271,0.7575,1.5482,3.4216,100.0
630112,华商现金增利货币B,2019-01-20,0.5809,2.299,2.3056,2.891,2.8837,0.2393,0.5943,1.2245,3.025,5000000.0
002184,泓德泓利货币A,2019-01-18,0.5723,2.305,2.3498,3.2298,3.1224,0.2664,0.6864,1.4016,3.382,100.0
110016,易方达货币B,2019-01-18,0.5707,2.504,2.5605,3.1386,3.1338,0.2652,0.6898,1.4176,3.2024,10000000.0
519566,浦银安盛日日盈货币A,2019-01-18,0.5698,2.121,2.2563,2.6447,2.6215,0.2229,0.6067,1.2716,3.0278,100.0
540011,汇丰晋信货币A,2019-01-18,0.5674,2.721,2.3741,2.8046,2.8477,0.2332,0.6332,1.2612,2.9497,1000.0
000683,信达澳银慧管家E,2019-01-20,0.564,2.217,2.1727,2.6018,2.5319,0.2168,0.5569,1.1099,2.7385,100.0
002077,浙商日添利A,2019-01-18,0.5559,2.385,2.5851,2.9494,2.8222,0.2423,0.6602,1.342,3.2156,100.0
070029,嘉实安心货币市场B,2019-01-20,0.5553,2.112,2.2036,2.8491,2.8761,0.2418,0.6124,1.3621,3.1601,5000000.0
163802,中银货币A,2019-01-19,0.5486,2.164,2.5401,3.3966,3.1702,0.2812,0.6514,1.3992,3.3657,100.0
003171,信达澳银慧理财货币,2019-01-20,0.5462,1.86,1.834,2.7881,2.6446,0.2278,0.565,1.2242,3.056,100.0
003588,东吴增鑫宝货币A,2019-01-18,0.5443,2.045,1.914,2.3901,2.4242,0.2034,0.5932,1.2773,3.1248,100.0
001624,兴业添天盈货币A,2019-01-18,0.5437,2.346,2.6152,2.9967,2.8118,0.2419,0.6772,1.4217,3.374,100.0
290001,泰信天天收益货币A,2019-01-18,0.5435,1.737,3.1674,3.4017,3.1441,0.2791,0.6455,1.289,3.1045,1000.0
519512,万家日日薪货币B,2019-01-18,0.538,2.427,3.1427,3.4033,3.2356,0.2835,0.6892,1.5025,3.544,5000000.0
004849,信诚货币E,2019-01-19,0.5375,1.929,2.389,2.8972,2.7924,0.2399,0.6283,1.3184,3.2238,100.0
550010,信诚货币A,2019-01-19,0.5365,1.96,2.4034,2.9057,2.7979,0.2405,0.6289,1.3193,3.244,100.0
004967,红土创新货币A,2019-01-18,0.5281,2.169,2.4513,3.5342,3.3719,0.2952,0.6964,1.449,3.49,100.0
630012,华商现金增利货币A,2019-01-20,0.5152,2.057,2.0637,2.6501,2.6431,0.2189,0.5333,1.1019,2.7777,100.0
020007,国泰货币,2019-01-18,0.5151,1.876,1.9118,2.036,1.9451,0.168,0.5301,1.1592,2.9782,100.0
560001,益民货币,2019-01-18,0.5082,1.963,1.8457,2.5671,2.4692,0.2252,0.539,0.9441,2.214,100.0
110006,易方达货币A,2019-01-18,0.505,2.258,2.3145,2.8916,2.887,0.2448,0.629,1.295,2.955,100.0
000738,中信建投货币A,2019-01-19,0.5034,1.873,2.1436,2.3399,2.3553,0.2008,0.5951,1.3249,2.8521,100.0
400006,东方金账簿货币B,2019-01-18,0.4969,1.909,2.0787,2.9608,2.8999,0.2502,0.6981,1.4372,3.4861,5000000.0
070028,嘉实安心货币市场A,2019-01-20,0.4895,1.87,1.9607,2.6091,2.6358,0.2214,0.5513,1.2395,2.9123,100.0
001987,东方金元宝货币,2019-01-18,0.4818,2.244,3.1613,3.3004,3.1993,0.2739,0.7676,1.5298,3.5751,100.0
519511,万家日日薪货币A,2019-01-18,0.4732,2.188,2.9037,3.163,2.995,0.2631,0.6281,1.3795,3.2956,100.0
400005,东方金账簿货币A,2019-01-18,0.4312,1.668,1.8379,2.7194,2.659,0.2297,0.6372,1.3144,3.2368,100.0
020032,国泰现金管理货币B,2019-01-18,0.374,1.269,1.1179,1.5057,1.5218,0.1282,0.3789,0.755,2.0944,5000000.0
020031,国泰现金管理货币A,2019-01-18,0.3079,1.03,0.878,1.2653,1.282,0.1079,0.3181,0.633,1.849,100.0
000659,银华活钱宝货币C,,,,,,,0.0,0.0,0.0,0.0,100.0
000658,银华活钱宝货币B,,,,,,,0.0,0.0,0.0,0.0,5000000.0
000660,银华活钱宝货币D,,,,,,,0.0,0.0,0.0,0.0,100.0
000657,银华活钱宝货币A,,,,,,,0.0,0.0,0.0,0.0,100.0
000661,银华活钱宝货币E,,,,,,,0.0,0.0,0.0,0.0,100.0
000856,上投摩根天添盈货币B,,,,,,,0.2902,0.9473,1.9787,3.9644,5000000.0
519513,万家日日薪货币R,,,,,,,0.0,0.0,0.0,0.0,100.0
004589,民生加银腾元宝货币B,,,,,,,0.2074,0.6893,1.6243,3.7043,5000000.0
